Actual,Predicted
34001.07,34607.5
3693.16,4125.047
14092.03,15300.11
8115.0,4036.3083
8214.41,7392.8647
2545.07,2783.601
11585.95,10514.618
3078.85,7157.9897
29398.84,27654.059
0.01,787.0673
4862.18,5323.593
38572.23,40709.914
6410.1,7272.7188
49610.9,66912.08
31561.93,24315.209
65442.33,68457.34
31685.41,29183.727
1507.42,2246.0657
1699.99,1635.5914
724.0,421.89594
2.0,-945.4575
3419.76,1521.2195
1083.6,1241.1151
6675.69,5986.069
36822.61,33831.445
4899.69,6305.1646
3626.33,4294.371
23.88,89.73126
26913.21,27605.639
807.0,866.2591
1321.8,1626.9012
57180.09,54630.62
7431.09,7570.2036
1336.2,981.32117
1963.12,2842.6626
693.33,1462.0277
33155.59,33482.293
18710.53,19080.549
216.81,617.4764
353.7,-1420.5076
11747.93,11581.781
4176.76,4380.609
95.0,-354.70145
4009.43,5076.553
2349.21,2504.004
32772.48,33908.492
20429.19,19987.951
17459.89,22602.898
1884.5,2467.6848
430.88,-85.64457
3652.0,3003.7693
2850.0,2447.955
1687.97,1212.5211
9230.73,10820.157
38387.63,38385.234
3195.2,1716.0626
2818.63,2804.2305
1087.5,3394.6052
2779.66,3004.0188
20274.56,17703.943
9789.97,11450.865
10832.5,11373.982
297.0,983.34265
12010.77,12809.18
5325.09,3439.9543
22.54,64.87518
16454.88,17129.13
4922.84,4952.8364
30429.58,29738.33
6849.54,5570.0444
11023.42,12039.57
3289.79,4156.0303
35795.44,31761.26
3039.73,2630.554
38067.18,41753.664
99398.64,98528.57
19442.27,17155.635
2956.54,3952.5684
8378.98,7036.7915
546.07,698.798
9393.3,10951.611
32026.2,31706.166
31963.0,29621.088
11538.73,13263.81
54669.62,52767.832
25420.71,25368.965
9015.6,6543.894
7559.87,8188.5864
1674.25,1037.692
3995.99,4891.346
32703.5,31957.82
9660.86,9089.395
10.94,1087.1971
1876.0,4119.1504
11021.05,8971.76
13964.44,17641.463
6700.22,12537.293
31.12,-933.0487
656.19,1057.0851
243.79,-488.98282
14640.62,16147.673
43.82,384.63177
36690.76,41702.316
39580.8,44540.496
12101.15,20174.418
6242.29,5702.3486
38405.48,34471.56
2296.57,2748.5354
1009.42,1120.1405
320.79,-996.78345
16557.91,19953.39
30285.44,34151.875
9813.81,15250.293
35499.59,34797.715
3336.5,3028.8787
2254.34,2609.3684
65210.96,64125.582
15372.12,16955.834
11983.66,13026.672
89.42,-330.9368
3159.65,3308.5576
8280.15,11244.604
22253.37,19512.223
20308.71,18844.652
4387.92,4740.544
15096.69,14745.809
432.98,73.070045
3213.77,3692.6655
896.12,1979.4756
6324.21,5409.678
20347.17,12963.324
986.61,2792.6255
24717.19,25565.395
4092.03,3783.6946
8598.78,6000.2764
6218.37,6318.2935
27862.32,25457.066
17114.6,18174.97
5568.76,4351.4043
2154.08,2239.2742
10111.75,9008.568
6609.52,5752.074
17415.03,17807.455
320.75,103.9151
30035.64,31328.129
490.97,1081.8969
24589.58,26600.379
1665.17,1327.7104
20590.29,19715.21
2061.25,2597.2498
12851.44,13795.844
10134.16,11347.968
7695.36,9489.038
53.84,247.82642
53985.18,54098.414
7045.0,7285.051
59709.76,62124.523
40754.02,39788.52
56368.62,58020.28
23571.08,22546.031
12422.06,13843.01
32908.74,18189.496
65.34,-247.16054
111559.17,102022.65
21261.92,25729.352
621.26,624.17725
11756.16,12624.573
15922.41,15134.988
3269.06,4025.6973
9622.24,9669.722
2.96,403.61813
39360.17,33569.25
1140.0,1329.8673
38634.8,32209.195
1537.09,1267.811
877.14,634.223
25207.79,29764.691
7819.16,8204.613
29297.67,29414.102
4685.0,3649.4944
22178.74,22857.105
2568.5,2232.6118
11942.28,11950.476
343.2,424.17633
572.14,386.0149
14001.02,14918.356
729.22,1132.665
164.52,378.30814
14883.72,11965.821
16465.22,18046.531
1364.22,1569.7996
2835.1,2207.9773
2349.04,3003.2979
884.3,847.67
2484.6,2403.804
79597.48,75894.89
1747.8,2366.0962
4189.63,5310.651
15144.4,14696.47
11602.97,9870.001
7746.87,8409.724
228.0,1230.1807
4336.13,7298.646
208.74,313.38657
730.02,518.72186
19505.65,16611.178
13477.8,16256.017
608.84,-1166.3156
6660.62,6775.124
2.47,-632.12494
3703.96,3477.0388
21427.8,22147.8
5690.04,8305.486
513.66,1339.1521
494.58,281.43143
5117.81,5073.8364
1766.61,1613.6726
2548.08,3405.681
1446.0,1014.76117
173517.32,172666.28
3110.99,3974.6914
12255.77,13520.928
3295.5,6015.629
3858.12,5503.2354
954.0,3082.8083
8.15,-1030.2856
7280.21,6610.7524
5693.99,4321.3145
2899.78,3508.1257
63574.35,57202.16
134253.15,132919.78
21721.48,16676.365
10726.32,13246.251
33787.43,42119.797
3271.25,3199.4578
21718.8,21052.398
2325.68,1140.6753
1611.68,2027.0715
4306.61,3784.2188
32617.52,35449.12
7939.75,7842.018
2797.46,2468.7998
2124.63,2288.8008
24368.21,25192.678
376.18,393.52377
15191.91,16171.325
11270.88,11320.838
11797.14,11980.653
3632.28,3818.8818
218.78,-271.75687
8289.43,9563.842
23192.04,28331.086
28718.72,26711.615
2785.0,2680.152
26020.77,29105.783
15236.02,16651.025
8086.75,5722.986
42394.12,43159.902
5735.78,4762.064
95395.24,117360.28
2300.84,2994.0562
79032.6,73230.22
23102.79,22834.912
5397.3,6015.28
9841.21,8585.708
4340.0,3933.7876
19915.32,19264.361
4401.38,4403.2725
15792.0,14417.462
40784.5,37983.543
5340.97,6261.2666
7923.5,7783.6123
19811.3,21612.04
56524.58,54612.188
16.0,-190.38504
86195.76,84533.59
1535.0,3768.5713
32158.56,31490.39
10079.77,11146.294
18662.42,19171.836
6146.43,7436.117
2149.92,1309.3961
8521.53,7738.8154
9864.84,9818.438
15015.12,14056.862
7167.65,8277.791
38750.24,39069.4
4260.64,1954.4406
9851.99,11476.701
2435.85,3072.7085
21813.33,22015.066
854.42,1612.2594
14649.53,14247.861
164.88,-342.68268
12236.56,11628.199
4953.35,5045.926
8499.37,10969.208
30.6,-804.2904
6731.31,6493.899
5759.07,5685.3857
8834.3,8274.757
35473.37,35272.17
10280.49,11077.911
88764.13,87843.4
82674.87,84090.62
19193.83,18875.84
21396.64,21162.734
26880.61,19390.605
26869.63,28807.799
3100.71,3718.0947
20.0,-192.06616
47174.92,46620.12
105.44,-139.63873
3650.0,5496.7974
14.85,394.34244
8798.87,9613.395
27787.78,32386.67
5040.49,6083.088
166263.81,152643.77
1623.5,1686.8446
8002.98,7544.1387
27128.83,24376.291
72545.63,76567.86
69.66,-1710.2777
21.08,-760.5827
37347.05,38087.23
30.04,2271.148
7361.56,8352.008
5403.31,7040.5015
50541.12,53094.055
20238.03,14525.374
2841.31,2767.4822
4274.52,8153.4146
3387.57,2964.912
18398.42,18134.887
638.14,114.88349
1446.42,179.07951
5061.44,6469.2876
3058.5,3227.4978
33163.88,31980.773
7651.33,7941.5093
5.88,1668.2369
4528.08,4876.6445
13586.97,15349.37
28627.61,28588.312
54358.1,57093.273
49812.14,26056.236
7672.16,6703.892
4912.75,6464.5684
2758.22,3689.6895
18589.64,19140.494
307.52,1218.3053
975.0,2454.5002
46807.19,52571.336
1829.54,2363.09
211.8,3257.0212
66283.0,65208.625
2194.61,169.55362
3489.58,3631.9292
7670.87,10905.175
13036.75,14043.714
7.92,593.60675
35.36,-861.2851
77.07,-2056.4934
12.5,-292.07437
15959.25,19086.893
64991.47,64547.176
12880.46,12265.2705
1313.85,1314.1034
18820.83,14448.547
7248.2,4406.682
22249.86,21160.396
12795.34,13265.41
19125.43,21688.695
1204.17,1284.7825
38721.25,34627.293
926.0,1697.5106
24974.05,29523.678
7329.94,6885.0166
393.32,141.04189
10360.62,9763.822
2289.66,941.6752
58773.98,59442.586
967.33,243.81303
2880.0,4407.1426
16863.99,16927.96
74016.35,72245.64
3744.88,3353.2285
2908.5,3108.658
11955.6,11794.324
2618.21,2912.0833
8936.89,9128.836
30830.97,31691.818
65605.04,66007.96
64730.71,71088.33
48191.8,47692.184
10414.42,11023.573
3040.28,3401.7556
1454.14,1242.3108
2445.4,4103.679
15.0,1.8219519
3209.28,3644.8992
1.5,25.68637
71143.8,68177.32
7101.31,7227.409
9915.48,10313.951
2155.11,1018.72943
131.27,-440.5112
28.0,24.112638
9284.42,7174.4497
28811.21,36653.88
8166.98,6448.4443
16490.81,15981.696
99.58,-68.80474
13362.24,13448.494
140.1,553.4235
17339.2,16880.725
16831.17,16312.62
2811.35,3121.837
9063.22,9047.183
6620.6,9324.085
20176.67,21980.906
14165.54,14305.787
9227.02,9034.541
12099.77,10466.083
67898.82,64535.586
11803.56,10071.553
11.88,285.5958
15347.36,15206.118
218.38,948.7158
4362.16,4326.8604
25204.97,24678.08
769.03,627.2744
8643.74,9297.041
361.5,683.3998
4227.52,5895.6577
9997.08,13637.835
9337.76,9492.644
35011.04,35138.438
366.0,502.65546
27397.98,27554.492
5435.57,6340.4116
1001.66,1021.71747
587.5,744.71704
9759.9,11015.8545
6515.75,6762.083
1529.95,1896.8567
10322.62,11486.384
1926.22,2810.194
1824.74,1719.4764
1594.6,359.99194
28327.68,29554.164
5355.95,8220.554
32542.87,32463.438
13844.97,11736.536
3894.35,4107.162
2408.48,2743.7393
7976.74,7283.1445
514.1,-69.68933
13908.4,14209.318
8420.0,2582.564
7175.0,7857.1733
43059.49,42172.52
47869.08,42178.21
17078.84,21060.707
51071.39,52770.535
59992.0,58478.656
31937.24,23783.162
363.99,-173.14441
77.88,497.97443
15.0,115.50999
895.94,495.5809
306.34,1889.6187
10470.65,9109.207
9671.91,11014.026
344.21,481.35986
2047.74,2209.104
0.0,172.26991
615.4,1208.4728
103239.28,106783.375
15264.22,15336.889
5702.62,5593.601
12033.23,9099.2705
2309.0,1787.6388
700.5,617.4003
11248.31,9462.589
2702.92,3113.5305
713.31,203.84798
2752.0,2707.7954
27913.6,29153.916
27858.98,26020.604
21882.08,12383.722
-5.5,-310.97693
2621.6,2037.1969
7675.76,8222.789
15011.01,15872.925
352.0,1328.9355
6815.89,6880.8794
31552.3,32313.154
1572.96,1991.2498
55899.82,47836.176
7609.89,8187.6206
31147.56,31541.064
3056.98,2154.064
1642.27,1425.3601
19.96,-578.7687
4305.9,3931.1829
25375.61,26642.646
146.08,-2302.0916
12152.78,9250.834
516.01,289.4617
3600.82,4571.984
890.34,633.72296
5992.13,6816.8975
1937.0,1071.655
1126.31,40.325512
16544.35,19244.398
5182.62,4127.6753
4232.56,7167.09
1980.09,-568.02057
1078.5,379.63144
110047.61,112625.98
444.64,-20.070148
3735.04,3714.8464
